
1	|	How is our financial performance versus analyst estimates	|	FIN	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	cmp	cmp
836	|	Based on their revenue which competitor is having the biggest figures	|	COMP	|	Lookup	|	Company	|	O	O	O	mea	O	res	O	O	O	argm	O
837	|	What is the cloud budget for Microsoft	|	COMP	|	Lookup	|	Numeric	|	O	O	O	B_where	mea	O	B_where
838	|	What is the cloud budget for Microsoft compared to SAP	|	COMP	|	Comparison	|	Numeric	|	O	O	O	B_where	mea	O	cmp	O	O	cmp
839	|	Does SAP have more cloud revenue than Workday	|	COMP	|	Comparison	|	Numeric	|	O	cmp	O	oper	B_where	mea	O	cmp
840	|	Who is the biggest competitor based on the number of employees	|	COMP	|	Lookup	|	Company	|	O	O	O	argm	res	O	O	O	oper	O	O
841	|	Which company in our competitor list has the biggest headcount	|	COMP	|	Lookup	|	Company	|	O	res	O	O	O	O	O	O	argm	mea
842	|	Which company has the biggest on-premise revenue	|	COMP	|	Lookup	|	Company	|	O	res	O	O	argm	B_where	mea
843	|	Show the three biggest cloud companies	|	COMP	|	Lookup	|	Company	|	O	O	argm	argm	B_where	res
844	|	Show the cloud revenue for Microsoft in North America	|	COMP	|	Lookup	|	Numeric	|	O	O	B_where	mea	O	B_where	O	B_where	I_where
845	|	Which competitor has the highest Research and Development costs	|	COMP	|	Lookup	|	Company	|	O	res	O	O	argm	B_where	I_where	I_where	mea
846	|	Which competitor has had the biggest cloud revenues in the last two quarters	|	COMP	|	Lookup	|	Company	|	O	res	O	O	O	argm	B_where	mea	O	O	B_where	I_where	I_where
847	|	Show the cloud revenue for Microsoft per region	|	COMP	|	Lookup	|	Numeric	|	O	O	B_where	mea	O	B_where	O	grpby
848	|	Show the cloud revenue for all competitors in the last 4 quarters	|	COMP	|	Lookup	|	Numeric	|	O	O	B_where	mea	O	O	grpby	O	O	B_where	I_where	I_where
849	|	Which competitor has the highest cloud revenue in EMEA in 2017	|	COMP	|	Lookup	|	Company	|	O	res	O	O	argm	B_where	mea	O	B_where	O	B_where
850	|	What is the revenue for Oracle in Americas compared to EMEA	|	COMP	|	Comparison	|	Numeric	|	O	O	O	mea	O	B_where	O	cmp	O	O	cmp
851	|	Which competitor has the most database revenues	|	COMP	|	Lookup	|	Company	|	O	res	O	O	argm	B_where	mea
852	|	Which competitor is dangerous in the cloud sector	|	COMP	|	Lookup	|	Company	|	O	res	O	argm	O	O	B_where	O
853	|	Show all companies with cloud revenue	|	COMP	|	Lookup	|	Numeric	|	O	O	res	O	B_where	mea
854	|	What is the cloud profit for Workday in this year	|	COMP	|	Lookup	|	Numeric	|	O	O	O	B_where	mea	O	B_where	O	B_where	I_where
855	|	What is the cloud profit for Workday compared to Salesforce in this year	|	COMP	|	Comparison	|	Numeric	|	O	O	O	B_where	mea	O	cmp	O	O	cmp	O	B_where	I_where
856	|	Which competitor carries the most marketing costs	|	COMP	|	Lookup	|	Company	|	O	res	O	O	argm	B_where	mea
857	|	Show the quarterly revenue figures for Microsoft in the past 4 quarters	|	COMP	|	Lookup	|	Numeric	|	O	O	grpby	mea	O	O	B_where	O	O	B_where	I_where	I_where
858	|	What is the quarterly cloud revenue for Salesforce in EMEA	|	COMP	|	Lookup	|	Numeric	|	O	O	O	grpby	B_where	mea	O	B_where	O	B_where
859	|	Show us the annually cloud costs for Microsoft	|	COMP	|	Lookup	|	Numeric	|	O	O	O	grpby	B_where	mea	O	B_where
860	|	What is the cloud revenue per region for our competitors	|	COMP	|	Lookup	|	Numeric	|	O	O	O	B_where	mea	O	grpby	O	O	grpby
861	|	Which region was the strongest in cloud revenue last year among the competitors	|	COMP	|	Lookup	|	Location	|	O	res	O	O	argm	O	B_where	mea	B_where	I_where	O	O	O
862	|	What was the strongest region regarding cloud revenue in the past 6 quarters	|	COMP	|	Lookup	|	Location	|	O	O	O	argm	res	O	B_where	mea	O	O	B_where	I_where	I_where
863	|	In 2016 how much revenue has Workday generated in EMEA	|	COMP	|	Lookup	|	Numeric	|	O	B_where	O	O	mea	O	B_where	O	O	B_where
864	|	What was the average cloud revenue across all competitors in the last quarter	|	COMP	|	Lookup	|	Numeric	|	O	O	O	oper	B_where	mea	O	O	O	O	O	B_where	I_where
865	|	Show the service revenue per competitor in 2017	|	COMP	|	Lookup	|	Numeric	|	O	O	B_where	mea	O	grpby	O	B_where
866	|	What are the cloud growth rates for Microsoft	|	COMP	|	Calculate	|	Numeric	|	O	O	O	B_where	mea	mea	O	B_where
867	|	What is the cloud revenue difference between Microsoft and Workday	|	COMP	|	Comparison	|	Numeric	|	O	O	O	B_where	mea	O	O	cmp	O	cmp
868	|	Compare the revenue for Workday and Salesforce	|	COMP	|	Comparison	|	Numeric	|	O	O	mea	O	cmp	O	cmp
869	|	What was the revenue for Oracle in America compared to EMEA	|	COMP	|	Comparison	|	Numeric	|	O	O	O	mea	O	B_where	O	cmp	O	O	cmp
870	|	Who is our top competitor in APJ	|	COMP	|	Lookup	|	Company	|	O	O	O	argm	res	O	B_where
871	|	Tell us the three biggest competitors in EMEA last year	|	COMP	|	Lookup	|	Company	|	O	O	O	argm	argm	res	O	B_where	B_where	I_where
872	|	In which region are we facing the biggest competitors	|	COMP	|	Lookup	|	Location	|	O	O	res	O	O	O	O	argm	res
873	|	What is the cloud revenue of our competitors in EMEA compared to America	|	COMP	|	Comparison	|	Numeric	|	O	O	O	B_where	mea	O	O	grpby	O	cmp	O	O	cmp
874	|	What are the cloud growth rates of our competitors per region	|	COMP	|	Calculate	|	Numeric	|	O	O	O	B_where	mea	mea	O	O	grpby	O	grpby
875	|	Which region promises the biggest software market revenue	|	COMP	|	Lookup	|	Location	|	O	res	O	O	argm	B_where	O	mea
876	|	Compare the software revenue of APJ and America	|	COMP	|	Comparison	|	Numeric	|	O	O	B_where	mea	O	cmp	O	cmp
877	|	Compare the research and development costs of Workday and Salesforce for 2016	|	COMP	|	Comparison	|	Numeric	|	O	O	B_where	I_where	I_where	mea	O	cmp	O	cmp	O	B_where
878	|	Which competitor has invested the most money into research and development	|	COMP	|	Lookup	|	Company	|	O	res	O	mea	O	argm	O	O	B_where	I_where	I_where
879	|	Which two competitors have the highest marketing spend in this quarter	|	COMP	|	Lookup	|	Company	|	O	argm	res	O	O	argm	B_where	mea	O	B_where	I_where
880	|	Which competitor is boosting its sales cost	|	COMP	|	Lookup	|	Company	|	O	res	O	argm	O	B_where	mea
881	|	Show the marketing costs of our competitors in EMEA	|	COMP	|	Lookup	|	Numeric	|	O	O	B_where	mea	O	O	grpby	O	B_where
882	|	Show the marketing costs of our competitors per region	|	COMP	|	Lookup	|	Numeric	|	O	O	B_where	mea	O	O	grpby	O	grpby
883	|	Show the cloud profit per region in 2017	|	COMP	|	Lookup	|	Numeric	|	O	O	B_where	mea	O	grpby	O	B_where
884	|	Which competitor has achieved the biggest software profit last year	|	COMP	|	Lookup	|	Company	|	O	res	O	O	O	argm	B_where	mea	B_where	I_where
885	|	Compare the cloud profit of Microsoft and Oracle in 2016	|	COMP	|	Comparison	|	Company	|	O	O	B_where	mea	O	cmp	O	cmp	O	B_where
886	|	What is the revenue between EMEA and America for cloud products	|	COMP	|	Comparison	|	Numeric	|	O	O	O	mea	O	cmp	O	cmp	O	B_where	mea
887	|	Compare the cloud market of APJ and America based on their revenue	|	COMP	|	Comparison	|	Numeric	|	O	O	B_where	O	O	cmp	O	cmp	O	O	O	mea
888	|	Compare Workday and Salesforce based on their cloud revenue in 2016	|	COMP	|	Comparison	|	Numeric	|	O	cmp	O	cmp	O	O	O	B_where	mea	O	B_where
889	|	Compare Oracle and Microsoft regarding their marketing spend in America	|	COMP	|	Comparison	|	Numeric	|	O	cmp	O	cmp	O	O	B_where	mea	O	B_where
890	|	Show the difference in cloud revenue between this year and last year	|	COMP	|	Comparison	|	Numeric	|	O	O	O	O	B_where	mea	O	cmp	cmp	O	cmp	cmp
891	|	What was the cloud revenue growth of all competitors in 2016	|	COMP	|	Calculate	|	Numeric	|	O	O	O	B_where	mea	mea	O	O	grpby	O	B_where
892	|	Which region has had the highest software growth in Q2 2017	|	COMP	|	Calculate	|	Location	|	O	res	O	O	O	argm	B_where	mea	O	B_where	I_where
893	|	Throughout the last year who was the competitor with the strongest cloud revenue figures	|	COMP	|	Lookup	|	Company	|	O	O	B_where	I_where	O	O	O	res	O	O	argm	B_where	mea	O
894	|	Who is the strongest cloud competitor in EMEA	|	COMP	|	Lookup	|	Company	|	O	O	O	argm	B_where	grpby	O	B_where
895	|	Compare the cloud and software revenue for Microsoft	|	COMP	|	Comparison	|	Company	|	O	O	cmp	O	cmp	mea	O	B_where
896	|	What was the revenue for Oracle compared to their costs last year	|	COMP	|	Comparison	|	Company	|	O	O	O	cmp	O	B_where	O	O	O	cmp	B_where	I_where
897	|	Tell us last years software profit of Oracle	|	COMP	|	Lookup	|	Numeric	|	O	O	B_where	I_where	B_where	mea	O	B_where
898	|	Which competitor has higher software profits Oracle or Microsoft	|	COMP	|	Comparison	|	Company	|	O	res	O	oper	B_where	mea	cmp	O	cmp
899	|	Which region is better in cloud profit EMEA or APJ	|	COMP	|	Comparison	|	Location	|	O	res	O	oper	O	B_where	mea	cmp	O	cmp
900	|	What are the top 3 market units for Salesforce cloud revenue	|	COMP	|	Lookup	|	Location	|	O	O	O	argm	argm	res	res	O	B_where	B_where	mea
901	|	How has our stock price evolved in the last three months	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	O	O	B_where	I_where	I_where
902	|	How has our stock price evolved over the last three months	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	O	O	B_where	I_where	I_where
903	|	Show us the development of our stock price throughout the past two years	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	O	O	mea	mea	O	O	B_where	I_where	I_where
904	|	Show us our stock price development during the past five years	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	O	O	B_where	I_where	I_where
905	|	Show the stock price for our top three competitors	|	STOCK	|	Lookup	|	Numeric	|	O	O	mea	mea	O	O	argm	argm	B_where
906	|	What is the stock price for our top three competitors	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	O	argm	argm	B_where
907	|	What is the stock price for our biggest competitors	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	O	argm	B_where
908	|	Show our current market evaluation	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea
909	|	What is the company index on the stock exchange	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	mea	O	O	O	O
910	|	What is our company index on the stock exchange	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	mea	O	O	O	O
911	|	How is our company performing on the stock exchange	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	O	O	O	mea	mea
912	|	How is SAP performing on the stock	|	STOCK	|	Lookup	|	Numeric	|	O	O	B_where	O	O	O	mea
913	|	What is our stock index	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea
914	|	Show stock price	|	STOCK	|	Lookup	|	Numeric	|	O	mea	mea
915	|	Show us our stock index	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea
916	|	Show us our current stock price	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	mea	mea
917	|	What is the stock price for Google	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	B_where
918	|	Show the share price comparison against our top three competitors	|	STOCK	|	Comparison	|	Numeric	|	O	O	mea	mea	O	O	O	argm	cmp	cmp
919	|	What is the trend of our stock price	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	O	O	mea	mea
920	|	Show the trend of our stock price in the last three months	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	O	mea	mea	O	O	B_where	I_where	I_where
921	|	What is the development of our stock price in the last 2 quarters	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	O	O	mea	mea	O	O	B_where	I_where	I_where
922	|	What is the trend of our stock at SAP	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	O	O	mea	O	B_where
923	|	How has our stock price evolved since January	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	B_where	I_where
924	|	How has our stock price evolved since December last year	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	B_where	I_where	I_where	I_where
925	|	Show the stock price development of SAP since May 2017	|	STOCK	|	Lookup	|	Numeric	|	O	O	mea	mea	O	O	B_where	B_where	I_where	I_where
926	|	What is the stock price from SAP	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	B_where
927	|	What is our market evaluation	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea
928	|	Show our company index on the stock exchange	|	STOCK	|	Lookup	|	Numeric	|	O	O	mea	mea	O	O	O	O
929	|	Show the company index of Salesforce on the stock exchange	|	STOCK	|	Lookup	|	Numeric	|	O	O	mea	mea	O	B_where	O	O	O	O
930	|	What is the share price comparison against our top three competitors	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	O	O	argm	cmp	cmp
931	|	Tell us the share price comparison against our top competitors	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	O	O	argm	cmp
932	|	What is our stock price	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea
933	|	What is the current stock price of SAP	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	mea	mea	O	B_where
934	|	What is our stock index right now	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	O
935	|	What is the stock price compared to the end of last month	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	O	O	cmp	cmp	cmp	cmp
936	|	How is workday performing on the stock compared to SAP	|	STOCK	|	Comparison	|	Numeric	|	O	O	cmp	O	O	O	mea	O	O	cmp
937	|	What is the stock price of Oracle compared to SAP	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	cmp	O	O	cmp
938	|	Compared to Microsoft what is our stock price	|	STOCK	|	Comparison	|	Numeric	|	O	O	cmp	O	O	O	mea	mea
939	|	What is the stock price of Workday and Salesforce	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	B_where	O	B_where
940	|	What is our stock performance	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea
941	|	What is our performance on the stock	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	O	O	mea
942	|	How are we performing on the stock	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	O	O	mea
943	|	How are we performing on the stock compared to Oracle	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	O	O	O	mea	O	O	cmp
944	|	How are we performing on the stock compared to competitors	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	O	O	O	mea	O	O	cmp
945	|	Which competitors have a higher stock price than SAP	|	STOCK	|	Comparison	|	Company	|	O	res	O	O	oper	mea	mea	O	cmp
946	|	How are we doing on the stock compared to our top three competitors	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	O	O	O	mea	O	O	O	argm	argm	cmp
947	|	Show all competitors that have higher stock prices than SAP	|	STOCK	|	Comparison	|	Company	|	O	O	res	O	O	oper	mea	mea	O	cmp
948	|	Which competitors have rising stock prices	|	STOCK	|	Calculate	|	Company	|	O	res	O	oper	mea	mea
949	|	Show stock price for Oracle	|	STOCK	|	Lookup	|	Numeric	|	O	mea	mea	O	B_where
950	|	What is our stock index compared to Workday	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	O	cmp
951	|	What is our stock price compared to our top three competitors	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	O	O	argm	argm	cmp
952	|	Which competitors have a better market evaluation than SAP	|	STOCK	|	Comparison	|	Company	|	O	res	O	O	oper	mea	mea	O	cmp
953	|	How high is our stock index	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	mea	mea
954	|	What is the growth rate of our stock index since last year	|	STOCK	|	Calculate	|	Numeric	|	O	O	O	mea	mea	O	O	mea	mea	B_where	I_where	I_where
955	|	What is the development of our stock price since the introduction of HANA	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	O	O	mea	mea	B_where	I_where	I_where	I_where	I_where
956	|	Show the trend of our stock price for the last three months	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	O	O	mea	mea	O	O	B_where	I_where	I_where
957	|	What was the highest stock price over the last 4 years	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	argm	mea	mea	O	O	B_where	I_where	I_where
958	|	What was the lowest stock price over the last 8 quarters	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	argm	mea	mea	O	O	B_where	I_where	I_where
959	|	What was the average stock index during the last 4 months	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	oper	mea	mea	O	O	B_where	I_where	I_where
960	|	What was the average stock value throughout the last year	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	oper	mea	mea	O	O	B_where	I_where
961	|	Show the stock prices for our top 3 competitors over the last month	|	STOCK	|	Lookup	|	Numeric	|	O	O	mea	mea	O	O	argm	argm	B_where	O	O	B_where	I_where
962	|	What was our top stock price in the last quarter	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	oper	mea	mea	O	O	B_where	I_where
963	|	What is the stock price trend over the last 4 months	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	O	O	B_where	I_where	I_where
964	|	What is our stock price compared to the end of last year	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	O	O	cmp	cmp	cmp	cmp
965	|	What was the average stock price for SAP and IBM and Microsoft in the last quarter	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	oper	mea	mea	O	cmp	O	cmp	O	cmp	O	O	B_where	I_where
966	|	What is the difference between the stock price of SAP and Workday	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	O	O	O	mea	mea	O	cmp	O	cmp
967	|	What are the stock price growth rates for the last quarter	|	STOCK	|	Calculate	|	Numeric	|	O	O	O	mea	mea	mea	mea	O	O	B_where	I_where
968	|	What was our stock price in the last four quarters	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	O	B_where	I_where	I_where
969	|	How has our stock price developed throughout the last 3 months	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	O	O	B_where	I_where	I_where
970	|	What does the stock price development look like for the past 4 quarters	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	O	O	O	O	B_where	I_where	I_where
971	|	What is our current market capitalization	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	B_where	mea	mea
972	|	What does our market capitalization look like	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	O
973	|	What are our market capitalization figures	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O
974	|	What is the market capitalization of Workday	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	B_where
975	|	Which company has the highest market capitalization today	|	STOCK	|	Lookup	|	Numeric	|	O	res	O	O	argm	mea	mea	B_where
976	|	Which company has the lowest market capitalization	|	STOCK	|	Lookup	|	Numeric	|	O	res	O	O	argm	mea	mea
977	|	Is the stock price for SAP increasing	|	STOCK	|	Calculate	|	Numeric	|	O	O	mea	mea	O	B_where	oper
978	|	Has our stock price increased in the last quarter	|	STOCK	|	Calculate	|	Numeric	|	O	O	mea	mea	oper	O	O	B_where	I_where
979	|	What is our stock price trend over the past 3 months	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	O	O	B_where	I_where	I_where
980	|	Show the stock price for the past 3 quarters	|	STOCK	|	Lookup	|	Numeric	|	O	O	mea	mea	O	O	B_where	I_where	I_where
981	|	What is the difference in our stock price for this year and last year	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	O	O	O	mea	mea	O	cmp	cmp	O	cmp	cmp
982	|	Show the stock price difference between this quarter and last quarter	|	STOCK	|	Comparison	|	Numeric	|	O	O	mea	mea	O	O	cmp	cmp	O	cmp	cmp
983	|	Show stock price for SAP and Workday	|	STOCK	|	Comparison	|	Numeric	|	O	mea	mea	O	cmp	O	cmp
984	|	What was the stock price for SAP compared to Oracle in the last four quarters	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	cmp	O	O	cmp	O	O	B_where	I_where	I_where
985	|	Compare the stock price for SAP to IBM	|	STOCK	|	Comparison	|	Numeric	|	O	O	mea	mea	O	cmp	O	cmp
986	|	Which company has the biggest stock price growth rates in the last year	|	STOCK	|	Calculate	|	Company	|	O	res	O	O	argm	mea	mea	mea	mea	O	O	B_where	I_where
987	|	For which company was the stock price growth rate the highest in the past quarter	|	STOCK	|	Calculate	|	Company	|	O	O	res	O	O	mea	mea	mea	mea	O	argm	O	O	B_where	I_where
988	|	What are our stock growth rates for the past 3 months	|	STOCK	|	Calculate	|	Numeric	|	O	O	O	mea	mea	mea	O	O	B_where	I_where	I_where
989	|	Show the stock growth rates for our top competitors	|	STOCK	|	Calculate	|	Company	|	O	O	mea	mea	mea	O	O	argm	grpby
990	|	What are the stock index growth rates for Salesforce	|	STOCK	|	Calculate	|	Numeric	|	O	O	O	mea	mea	mea	mea	O	B_where
991	|	What are the stock index growth rates for SAP compared to 2016	|	STOCK	|	Calculate	|	Numeric	|	O	O	O	mea	mea	mea	mea	O	B_where	O	O	cmp
992	|	What is the stock price for SAP compared to last year	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	B_where	O	O	B_where	I_where
993	|	Which company has the lowest stock price	|	STOCK	|	Lookup	|	Company	|	O	res	O	O	argm	mea	mea
994	|	What was the highest rate in the last quarter	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	argm	mea	O	O	B_where	I_where
995	|	What was our lowest stock rate in the last year	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	argm	mea	mea	O	O	B_where	I_where
996	|	What was the highest and lowest rate for SAP in the last two quarters	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	argm	O	argm	O	O	B_where	O	O	B_where	I_where	I_where
997	|	Show the stock rate for SAP in the last four months	|	STOCK	|	Lookup	|	Numeric	|	O	O	mea	mea	O	B_where	O	O	B_where	I_where	I_where
998	|	What was the highest stock rate for each quarter in the last year	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	argm	mea	mea	O	O	grpby	O	O	B_where	I_where
999	|	For each quarter in the last four years what was the average stock rate	|	STOCK	|	Lookup	|	Numeric	|	O	O	grpby	O	O	B_where	I_where	I_where	O	O	O	oper	mea	mea
1000	|	What are the stock rates for all competitors	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	mea	mea	O	O	O
1001	|	What is the average quarterly stock price for SAP in the last 2 years	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	oper	grpby	mea	mea	O	B_where	O	O	B_where	I_where	I_where
1002	|	Show us the stock index for SAP compared to IBM	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	cmp	O	O	cmp
1003	|	Compare the stock price of SAP for this quarter and last quarter	|	STOCK	|	Comparison	|	Numeric	|	O	O	mea	mea	O	B_where	O	cmp	cmp	O	cmp	cmp
1004	|	Which company has better stock index SAP or Oracle	|	STOCK	|	Comparison	|	Company	|	O	res	O	oper	mea	mea	cmp	O	cmp
1005	|	Compare our stock price of last year and this year	|	STOCK	|	Comparison	|	Numeric	|	O	O	mea	mea	O	cmp	cmp	O	cmp	cmp
1006	|	Show the comparison of the stock price between IBM and Oracle	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	O	O	mea	mea	O	cmp	O	cmp
1007	|	What is the growth rate of our stock price since this year	|	STOCK	|	Calculate	|	Numeric	|	O	O	O	mea	mea	O	O	mea	mea	O	B_where	I_where
1008	|	What is the stock price growth rate since this year	|	STOCK	|	Calculate	|	Numeric	|	O	O	O	mea	mea	mea	mea	O	B_where	I_where
1009	|	Which company has the highest stock price growth rates	|	STOCK	|	Calculate	|	Company	|	O	res	O	O	argm	mea	mea	mea	mea
1010	|	What is the market capitalization for Workday and Salesforce	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	cmp	O	cmp
1011	|	What are our market capitalization growth rates for this quarter	|	STOCK	|	Calculate	|	Numeric	|	O	O	O	mea	mea	mea	mea	O	B_where	I_where
1012	|	Which company has the highest market capitalization	|	STOCK	|	Lookup	|	Company	|	O	res	O	O	argm	mea	mea
1013	|	Show the company with the biggest market capitalization growth rates in 2016	|	STOCK	|	Calculate	|	Company	|	O	O	res	O	O	argm	mea	mea	mea	mea	O	B_where
1014	|	Show the average stock price per quarter in 2016	|	STOCK	|	Lookup	|	Numeric	|	O	O	oper	mea	mea	O	grpby	O	B_where
1015	|	Show the stock price growth rates for each quarter in 2015	|	STOCK	|	Calculate	|	Numeric	|	O	O	mea	mea	mea	mea	O	O	grpby	O	B_where
1016	|	What was the average stock price for SAP between Q1 2017 and Q2 2017	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	oper	mea	mea	O	B_where	O	B_where	I_where	O	B_where	I_where
1017	|	What was the highest stock price for the last 4 years	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	argm	mea	mea	O	O	B_where	I_where	I_where
1018	|	What are the stock price growth rates for each quarter within the last 2 years	|	STOCK	|	Calculate	|	Numeric	|	O	O	O	mea	mea	mea	mea	O	O	grpby	O	O	B_where	I_where	I_where
1019	|	What was the highest and lowest stock price for the last 4 years	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	cmp	O	cmp	mea	mea	O	O	B_where	I_where	I_where
1020	|	Show the current stock price per company	|	STOCK	|	Lookup	|	Numeric	|	O	O	B_where	mea	mea	O	grpby
1021	|	Which company has the higher stock price SAP or Microsoft	|	STOCK	|	Comparison	|	Company	|	O	res	O	O	oper	mea	mea	cmp	O	cmp
1022	|	Show the company with the higher market capitalization between IBM and Oracle	|	STOCK	|	Comparison	|	Company	|	O	O	res	O	O	oper	mea	mea	O	cmp	O	cmp
1023	|	Show the stock price for Salesforce and Workday	|	STOCK	|	Comparison	|	Numeric	|	O	O	mea	mea	O	cmp	O	cmp
1024	|	What are the stock growth rates for Microsoft and Oracle in 2017	|	STOCK	|	Calculate	|	Numeric	|	O	O	O	mea	mea	mea	O	cmp	O	cmp	O	B_where
1025	|	What is the company with the biggest stock growth rates in 2016	|	STOCK	|	Calculate	|	Company	|	O	O	O	res	O	O	argm	mea	mea	mea	O	B_where
1026	|	Name the company that has achieved the biggest stock growth rates over the past 4 quarters	|	STOCK	|	Calculate	|	Company	|	O	O	res	O	O	O	O	argm	mea	mea	mea	O	O	B_where	I_where	I_where
1027	|	What are the stock growth rates for SAP	|	STOCK	|	Calculate	|	Numeric	|	O	O	O	mea	mea	mea	O	B_where
1028	|	Show SAPs stock price for each quarter over the past 2 years	|	STOCK	|	Lookup	|	Numeric	|	O	B_where	mea	mea	O	O	grpby	O	O	B_where	I_where	I_where
1029	|	Compare the market capitalization for SAP and Microsoft	|	STOCK	|	Comparison	|	Numeric	|	O	O	mea	mea	O	cmp	O	cmp
1030	|	What is the latest stock price for SAP	|	STOCK	|	Lookup	|	Numeric	|	O	O	O	B_where	mea	mea	O	B_where
1031	|	Show IBMs latest stock price	|	STOCK	|	Lookup	|	Numeric	|	O	B_where	B_where	mea	mea
1032	|	Show the latest stock indices for all companies	|	STOCK	|	Lookup	|	Numeric	|	O	O	B_where	mea	mea	O	O	grpby
1033	|	What is the stock price difference between Google and Facebook	|	STOCK	|	Comparison	|	Numeric	|	O	O	O	mea	mea	O	O	cmp	O	cmp
1034	|	Show stock indices for IBM and SAP	|	STOCK	|	Comparison	|	Numeric	|	O	mea	mea	O	cmp	O	cmp
1035	|	Tell latest stock indices for companies Apple and Google	|	STOCK	|	Comparison	|	Numeric	|	O	B_where	mea	mea	O	O	cmp	O	cmp
